round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,first_gru_dim,gru_activation,first_dense_dim,first_dense_activation,batch_size,epochs,patience,optimizer,lr
200,0.0005657757283188403,0.0005657757283188403,0.01004236564040184,0.0004784332704730332,0.0004784332704730332,0.010717474855482578,75,tanh,32,relu,256,200,20,adam,0.001
200,0.000605198962148279,0.000605198962148279,0.010513859800994396,0.0004856019513681531,0.0004856019513681531,0.011263570748269558,50,relu,16,relu,256,200,20,adam,0.001
200,0.0006584222428500652,0.0006584222428500652,0.011114023625850677,0.0006027157069183886,0.0006027157069183886,0.01218535378575325,50,relu,64,relu,256,200,20,adam,1e-05
200,0.0006046814378350973,0.0006046814378350973,0.0103458808735013,0.0005236161523498595,0.0005236161523498595,0.011156367138028145,75,tanh,64,tanh,256,200,20,adam,0.001
200,0.0005193115794099867,0.0005193115794099867,0.009501195512712002,0.00043552342685870826,0.00043552342685870826,0.01019800454378128,100,relu,64,elu,256,200,20,adam,1e-05
200,0.000703907513525337,0.000703907513525337,0.011378509923815727,0.0006500857416540384,0.0006500857416540384,0.012424115091562271,50,tanh,16,relu,256,200,20,adam,1e-05
200,0.0007501265499740839,0.0007501265499740839,0.012314293533563614,0.0007938042981550097,0.0007938042981550097,0.013620317913591862,75,relu,16,relu,256,200,20,adam,0.0001
200,0.0005958679248578846,0.0005958679248578846,0.010211742483079433,0.0006052462267689407,0.0006052462267689407,0.01134923193603754,100,relu,64,tanh,256,200,20,adam,0.0001
200,0.0007418099557980895,0.0007418099557980895,0.01224980317056179,0.0006777442758902907,0.0006777442758902907,0.012992220930755138,75,relu,64,elu,256,200,20,adam,1e-05
200,0.000791408761870116,0.000791408761870116,0.01224745437502861,0.0007479568594135344,0.0007479568594135344,0.013348334468901157,75,tanh,32,tanh,256,200,20,adam,0.001
200,0.0005918120150454342,0.0005918120150454342,0.010282957926392555,0.0005983024020679295,0.0005983024020679295,0.011358077637851238,50,tanh,32,elu,256,200,20,adam,0.001
200,0.0005927326856181026,0.0005927326856181026,0.010198027826845646,0.0005322418874129653,0.0005322418874129653,0.01121283508837223,75,tanh,16,elu,256,200,20,adam,0.001
200,0.0007393098785541952,0.0007393098785541952,0.011990651488304138,0.0007887734682299197,0.0007887734682299197,0.013185188174247742,50,tanh,16,tanh,256,200,20,adam,0.0001
200,0.0006485390476882458,0.0006485390476882458,0.010960588231682777,0.0005680948379449546,0.0005680948379449546,0.011483398266136646,100,relu,64,elu,256,200,20,adam,0.0001
200,0.0005317332688719034,0.0005317332688719034,0.009766253642737865,0.0005198520375415683,0.0005198520375415683,0.010596844367682934,75,relu,64,relu,256,200,20,adam,1e-05
200,0.0006143380305729806,0.0006143380305729806,0.010381612926721573,0.0006834511877968907,0.0006834511877968907,0.011333674192428589,75,relu,64,elu,256,200,20,adam,0.001
200,0.000543145346455276,0.000543145346455276,0.00993258971720934,0.0005404613330028951,0.0005404613330028951,0.010784340091049671,100,relu,64,elu,256,200,20,adam,0.001
200,0.0006177841569297016,0.0006177841569297016,0.010450614616274834,0.0004942388040944934,0.0004942388040944934,0.011102987453341484,100,relu,16,relu,256,200,20,adam,1e-05
200,0.0006458000862039626,0.0006458000862039626,0.010571412742137909,0.0005847859429195523,0.0005847859429195523,0.011401987634599209,100,relu,16,tanh,256,200,20,adam,1e-05
200,0.0005228806985542178,0.0005228806985542178,0.00970821175724268,0.00043111800914630294,0.00043111800914630294,0.010437150485813618,50,relu,64,elu,256,200,20,adam,0.0001
200,0.000699103984516114,0.000699103984516114,0.011362125165760517,0.0005674766725860536,0.0005674766725860536,0.012042735703289509,75,relu,32,elu,256,200,20,adam,0.0001
200,0.0005909065366722643,0.0005909065366722643,0.01022503525018692,0.0003789012844208628,0.0003789012844208628,0.010266125202178955,75,tanh,32,elu,256,200,20,adam,1e-05
200,0.0005973392981104553,0.0005973392981104553,0.01018107496201992,0.0006277546053752303,0.0006277546053752303,0.011207248084247112,100,tanh,32,elu,256,200,20,adam,0.001
200,0.0005921732517890632,0.0005921732517890632,0.010240542702376842,0.00046089725219644606,0.00046089725219644606,0.010950183495879173,75,relu,16,relu,256,200,20,adam,1e-05
200,0.0005355898174457252,0.0005355898174457252,0.009562136605381966,0.0004998313961550593,0.0004998313961550593,0.010561530478298664,100,tanh,32,tanh,256,200,20,adam,0.001
200,0.0007841267506591976,0.0007841267506591976,0.01173778623342514,0.0008494257926940918,0.0008494257926940918,0.012857915833592415,50,relu,64,relu,256,200,20,adam,0.001
200,0.0006309062009677291,0.0006309062009677291,0.010489623062312603,0.0006565568037331104,0.0006565568037331104,0.01154238823801279,100,relu,32,relu,256,200,20,adam,1e-05
200,0.000510657497216016,0.000510657497216016,0.009415997192263603,0.00044318867730908096,0.00044318867730908096,0.009986231103539467,75,relu,16,elu,256,200,20,adam,1e-05
200,0.0006851727957837284,0.0006851727957837284,0.01078715082257986,0.0009545283392071724,0.0009545283392071724,0.012205039151012897,100,relu,16,elu,256,200,20,adam,1e-05
200,0.0006500299205072224,0.0006500299205072224,0.01074911653995514,0.0005450596800073981,0.0005450596800073981,0.011700594797730446,75,tanh,64,relu,256,200,20,adam,0.001
200,0.0005441416869871318,0.0005441416869871318,0.009747426025569439,0.0004032303113490343,0.0004032303113490343,0.01037510670721531,50,tanh,64,tanh,256,200,20,adam,0.001
200,0.0005311635904945433,0.0005311635904945433,0.00965406559407711,0.00039105440373532474,0.00039105440373532474,0.010015943087637424,50,tanh,32,tanh,256,200,20,adam,1e-05
200,0.0006690892041660845,0.0006690892041660845,0.011958949267864227,0.0005396085907705128,0.0005396085907705128,0.012936098501086235,75,tanh,16,relu,256,200,20,adam,1e-05
200,0.0005675233551301062,0.0005675233551301062,0.010603005066514015,0.000509725883603096,0.000509725883603096,0.011442760936915874,100,relu,32,relu,256,200,20,adam,0.0001
200,0.0004917756887152791,0.0004917756887152791,0.009353755041956902,0.00041533110197633505,0.00041533110197633505,0.009918003343045712,75,tanh,16,relu,256,200,20,adam,0.0001
200,0.0006892262608744204,0.0006892262608744204,0.01130035798996687,0.0006842471775598824,0.0006842471775598824,0.012442942708730698,75,relu,16,tanh,256,200,20,adam,0.001
200,0.0005817341734655201,0.0005817341734655201,0.010255509987473488,0.0006294309860095382,0.0006294309860095382,0.01120038516819477,100,tanh,16,elu,256,200,20,adam,0.001
200,0.0004969468573108315,0.0004969468573108315,0.009459407068789005,0.00045496964594349265,0.00045496964594349265,0.010159537196159363,75,tanh,32,relu,256,200,20,adam,0.0001
200,0.0005697410088032484,0.0005697410088032484,0.009876962751150131,0.0004270126228220761,0.0004270126228220761,0.010415310971438885,100,tanh,64,tanh,256,200,20,adam,0.001
200,0.0005870997556485236,0.0005870997556485236,0.010268746875226498,0.0005633814143948257,0.0005633814143948257,0.011166227981448174,50,tanh,64,relu,256,200,20,adam,0.001
200,0.0005674893618561327,0.0005674893618561327,0.010036971420049667,0.000481075985589996,0.000481075985589996,0.010875674895942211,75,relu,64,tanh,256,200,20,adam,0.0001
200,0.0005930705228820443,0.0005930705228820443,0.010491977445781231,0.0005434665945358574,0.0005434665945358574,0.011336184106767178,100,tanh,64,tanh,256,200,20,adam,0.0001
200,0.0006365901208482683,0.0006365901208482683,0.010765736922621727,0.0005544672021642327,0.0005544672021642327,0.011649082414805889,100,relu,16,tanh,256,200,20,adam,0.0001
200,0.00054826436098665,0.00054826436098665,0.009883414022624493,0.0004219028342049569,0.0004219028342049569,0.010625132359564304,50,tanh,16,relu,256,200,20,adam,0.001
200,0.0005617517163045704,0.0005617517163045704,0.00996079295873642,0.00041599810356274247,0.00041599810356274247,0.010527865029871464,100,relu,16,elu,256,200,20,adam,0.0001
200,0.0005914201610721648,0.0005914201610721648,0.011183792725205421,0.0005751700955443084,0.0005751700955443084,0.012142789550125599,75,relu,64,relu,256,200,20,adam,0.0001
200,0.000513606530148536,0.000513606530148536,0.009548457339406013,0.00044654615339823067,0.00044654615339823067,0.010339354164898396,50,relu,32,tanh,256,200,20,adam,0.001
200,0.0006220819777809083,0.0006220819777809083,0.010639318265020847,0.0005721952184103429,0.0005721952184103429,0.01158091239631176,100,tanh,64,tanh,256,200,20,adam,1e-05
200,0.0005545674939639866,0.0005545674939639866,0.010035880841314793,0.0004784792836289853,0.0004784792836289853,0.010690242052078247,75,tanh,64,elu,256,200,20,adam,0.0001
200,0.0005809159483760595,0.0005809159483760595,0.010021621361374855,0.0004913723678328097,0.0004913723678328097,0.010838177055120468,75,tanh,16,elu,256,200,20,adam,1e-05
200,0.0005202247994020581,0.0005202247994020581,0.009652016684412956,0.0004334250115789473,0.0004334250115789473,0.010604525916278362,75,relu,32,relu,256,200,20,adam,0.0001
200,0.00052550999680534,0.00052550999680534,0.00965704396367073,0.0005023574340157211,0.0005023574340157211,0.01044484693557024,75,tanh,64,elu,256,200,20,adam,1e-05
200,0.000661152065731585,0.000661152065731585,0.011254505254328251,0.0007268921472132206,0.0007268921472132206,0.012431463226675987,50,tanh,64,elu,256,200,20,adam,0.0001
200,0.0005006219143979251,0.0005006219143979251,0.009280902333557606,0.00048016905202530324,0.00048016905202530324,0.009922908619046211,75,tanh,64,elu,256,200,20,adam,0.001
200,0.0005793988821096718,0.0005793988821096718,0.010400433093309402,0.0005123558803461492,0.0005123558803461492,0.011287536472082138,100,relu,64,relu,256,200,20,adam,0.0001
200,0.0006820509443059564,0.0006820509443059564,0.011563483625650406,0.0005857126670889556,0.0005857126670889556,0.012356998398900032,50,relu,32,tanh,256,200,20,adam,1e-05
200,0.0006209880230017006,0.0006209880230017006,0.010556809604167938,0.0005326554528437555,0.0005326554528437555,0.01166256982833147,100,relu,32,elu,256,200,20,adam,1e-05
200,0.001106957090087235,0.001106957090087235,0.01581772416830063,0.0013476399471983314,0.0013476399471983314,0.017180727794766426,50,relu,32,tanh,256,200,20,adam,0.0001
200,0.0006409119232557714,0.0006409119232557714,0.010737823322415352,0.0005945214070379734,0.0005945214070379734,0.011824593879282475,50,relu,32,elu,256,200,20,adam,0.001
200,0.0005733168800361454,0.0005733168800361454,0.009915444068610668,0.0004944339743815362,0.0004944339743815362,0.010758811607956886,100,relu,32,elu,256,200,20,adam,0.001
200,0.0005511268391273916,0.0005511268391273916,0.00991008710116148,0.000521866895724088,0.000521866895724088,0.010670985095202923,50,tanh,32,tanh,256,200,20,adam,0.001
200,0.0005342549411579967,0.0005342549411579967,0.00980305764824152,0.0005342660006135702,0.0005342660006135702,0.010594290681183338,100,tanh,16,tanh,256,200,20,adam,1e-05
200,0.0006979292375035584,0.0006979292375035584,0.01129193790256977,0.0006700492813251913,0.0006700492813251913,0.012271923013031483,50,relu,16,elu,256,200,20,adam,0.0001
200,0.0005902585107833147,0.0005902585107833147,0.01031556911766529,0.000613636861089617,0.000613636861089617,0.01136789284646511,75,tanh,32,tanh,256,200,20,adam,1e-05
200,0.0007098262431100011,0.0007098262431100011,0.011584763415157795,0.0006855565588921309,0.0006855565588921309,0.012732111848890781,100,tanh,32,elu,256,200,20,adam,1e-05
200,0.0006102544139139354,0.0006102544139139354,0.01190958358347416,0.0006730520981363952,0.0006730520981363952,0.01337696984410286,100,relu,32,tanh,256,200,20,adam,1e-05
200,0.000681179400999099,0.0006811794592067599,0.01098377350717783,0.0007721604197286069,0.0007721604197286069,0.01203115750104189,75,relu,32,elu,256,200,20,adam,0.001
200,0.0006077435682527721,0.0006077435682527721,0.010356687009334564,0.0007128469878807664,0.0007128469878807664,0.011516936123371124,100,tanh,64,elu,256,200,20,adam,0.001
200,0.0007012710557319224,0.0007012710557319224,0.011465001851320267,0.0006222970550879836,0.0006222970550879836,0.012314886786043644,100,relu,64,tanh,256,200,20,adam,0.001
200,0.0005633459659293294,0.0005633459659293294,0.010024245828390121,0.0003925000783056021,0.0003925000783056021,0.01059671863913536,50,tanh,16,tanh,256,200,20,adam,1e-05
200,0.0006406925967894495,0.0006406925967894495,0.010801955126225948,0.0005616443231701851,0.0005616443231701851,0.011707337573170662,50,relu,64,tanh,256,200,20,adam,0.001
200,0.000742709671612829,0.000742709671612829,0.01161232776939869,0.0006759263342246413,0.0006759263342246413,0.012476521544158459,50,relu,16,relu,256,200,20,adam,0.0001
200,0.00062405044445768,0.00062405044445768,0.012281494215130806,0.0005553180235438049,0.0005553180235438049,0.013446406461298466,75,tanh,32,tanh,256,200,20,adam,0.0001
200,0.0006212594453245401,0.0006212594453245401,0.010719641111791134,0.00046902260510250926,0.00046902260510250926,0.01132685225456953,50,tanh,64,elu,256,200,20,adam,0.001
200,0.0006339937099255621,0.0006339937099255621,0.010646052658557892,0.0005564287421293557,0.0005564287421293557,0.011496365070343018,50,tanh,16,relu,256,200,20,adam,0.0001
200,0.0006621567299589515,0.0006621567299589515,0.011070126667618752,0.000761857139877975,0.000761857139877975,0.012232337146997452,100,relu,32,tanh,256,200,20,adam,0.0001
200,0.0006013289093971252,0.0006013289093971252,0.01030623447149992,0.000502357492223382,0.000502357492223382,0.01122417114675045,50,tanh,64,tanh,256,200,20,adam,0.0001
200,0.0006056390702724457,0.0006056390702724457,0.010331835597753525,0.0007843674393370748,0.0007843674393370748,0.011295674368739128,100,tanh,32,tanh,256,200,20,adam,0.0001
200,0.0006009699427522719,0.0006009699427522719,0.010563316754996777,0.0005143987364135683,0.0005143987364135683,0.01140422560274601,75,tanh,64,tanh,256,200,20,adam,0.0001
200,0.0005849350709468126,0.0005849350709468126,0.009956561960279942,0.00047689370694570243,0.00047689370694570243,0.010765603743493557,100,relu,64,tanh,256,200,20,adam,1e-05
200,0.0006103942287154496,0.0006103942287154496,0.010380343534052372,0.0006454753456637263,0.0006454753456637263,0.01142931915819645,75,tanh,16,relu,256,200,20,adam,0.001
200,0.0006789316539652646,0.0006789316539652646,0.01148637942969799,0.0005302171339280903,0.0005302171339280903,0.012143095955252647,75,relu,16,elu,256,200,20,adam,0.001
200,0.0005438773659989238,0.0005438773659989238,0.009746829979121685,0.0005077021196484566,0.0005077021196484566,0.010481058619916439,75,relu,32,tanh,256,200,20,adam,0.001
200,0.0006260424270294607,0.0006260424270294607,0.010895047336816788,0.0006526433280669153,0.0006526433280669153,0.011972109787166119,75,relu,64,elu,256,200,20,adam,0.0001
200,0.0007319469004869461,0.0007319469004869461,0.01159733161330223,0.0007101248484104872,0.0007101248484104872,0.012692583724856377,75,relu,16,relu,256,200,20,adam,0.001
200,0.0006358533864840865,0.0006358533864840865,0.010715351440012455,0.0004845595685765147,0.0004845595685765147,0.011325887404382229,50,tanh,16,tanh,256,200,20,adam,0.001
200,0.0007077622576616704,0.0007077622576616704,0.011379758827388287,0.0006953723495826125,0.0006953723495826125,0.012507804669439793,75,tanh,16,tanh,256,200,20,adam,1e-05
200,0.0006374436779879034,0.0006374436779879034,0.01079116016626358,0.0006664160173386335,0.0006664160173386335,0.01188605185598135,50,relu,16,tanh,256,200,20,adam,0.0001
200,0.0005802554078400135,0.0005802554078400135,0.010303393937647343,0.0005117043619975448,0.0005117043619975448,0.011144359596073627,100,tanh,32,relu,256,200,20,adam,0.001
200,0.0006893603131175041,0.0006893603131175041,0.011198213323950768,0.0007962758536450565,0.0007962758536450565,0.01241039764136076,50,tanh,64,elu,256,200,20,adam,1e-05
200,0.0005315541056916118,0.0005315541056916118,0.009433194063603878,0.00047408067621290684,0.00047408067621290684,0.0101536326110363,100,relu,32,relu,256,200,20,adam,0.001
200,0.0006462222663685679,0.0006462222663685679,0.01071473490446806,0.0005917278467677534,0.0005917278467677534,0.011668200604617596,75,relu,64,tanh,256,200,20,adam,0.001
200,0.0006471604574471712,0.0006471604574471712,0.010915635153651237,0.0006332843331620097,0.0006332843331620097,0.012148436158895493,50,relu,16,relu,256,200,20,adam,1e-05
200,0.0005930716870352626,0.0005930716870352626,0.010331518016755581,0.00048780019278638065,0.00048780019278638065,0.011100482195615768,100,relu,16,tanh,256,200,20,adam,0.001
200,0.000608591188210994,0.000608591188210994,0.010365056805312634,0.00046259377268143,0.00046259377268143,0.011031734757125378,100,relu,16,elu,256,200,20,adam,0.001
200,0.0005233475239947438,0.0005233475239947438,0.009571490809321404,0.0005129750352352858,0.0005129750352352858,0.010367163456976414,100,tanh,64,elu,256,200,20,adam,1e-05
200,0.0004939297214150429,0.0004939297214150429,0.009310787543654442,0.00037101138150319457,0.00037101138150319457,0.009890095330774784,100,relu,16,relu,256,200,20,adam,0.001
200,0.000775136926677078,0.000775136926677078,0.013172303326427937,0.0007112431921996176,0.0007112431921996176,0.014209282584488392,100,tanh,32,tanh,256,200,20,adam,1e-05
200,0.0006467647035606205,0.0006467647035606205,0.010795974172651768,0.0006159500917419791,0.0006159500917419791,0.011864756233990192,100,tanh,32,relu,256,200,20,adam,0.0001
200,0.0005807325942441821,0.0005807325942441821,0.010095052421092987,0.0005517455283552408,0.0005517455283552408,0.010929463431239128,50,relu,32,elu,256,200,20,adam,1e-05
