round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,conv_filter,conv_kernel,conv_activation,dilation_rate,dropout_rate,dense_dim,dense_activation,batch_size,epochs,patience,optimizer,lr
989,0.000523076334502548,0.000523076334502548,0.01244575809687376,0.00039988127537071705,0.00039988127537071705,0.009726925753057003,16,8,relu,8,0.05,64,relu,256,200,20,adam,1e-05
858,0.0004013275320176035,0.0004013275320176035,0.010476378723978996,0.00034068935201503336,0.00034068935201503336,0.008375609293580055,32,4,relu,4,0.05,64,relu,256,200,20,adam,0.001
743,0.0004700757854152471,0.0004700757854152471,0.011442367918789387,0.0004131866153329611,0.0004131866153329611,0.009498040191829205,16,4,relu,4,0.0,64,relu,256,200,20,adam,1e-05
395,0.0005789555725641549,0.0005789555725641549,0.012641999870538712,0.0005971724167466164,0.0005971724167466164,0.01179417222738266,16,4,relu,8,0.0,32,relu,256,200,20,adam,0.001
556,0.0005607579951174557,0.0005607579951174557,0.012206117622554302,0.00045216450234875083,0.00045216450234875083,0.009686232544481754,64,16,relu,1,0.0,64,relu,256,200,20,adam,0.0001
291,0.0008931459160521626,0.0008931459160521626,0.01479868870228529,0.0006688849534839392,0.0006688849534839392,0.011724734678864479,32,4,relu,8,0.1,64,relu,256,200,20,adam,0.001
761,0.0005073609645478427,0.0005073609645478427,0.011802766472101212,0.0004371152608655393,0.0004371152608655393,0.009743199683725834,16,4,relu,8,0.05,32,relu,256,200,20,adam,1e-05
472,0.0005058977985754609,0.0005058977985754609,0.012248070910573006,0.0005480443360283971,0.0005480443360283971,0.011599846184253693,64,8,relu,8,0.0,32,relu,256,200,20,adam,0.001
678,0.0006258544162847102,0.0006258544162847102,0.013406814076006413,0.0004478217742871493,0.0004478217742871493,0.009857690893113613,64,16,relu,4,0.1,32,relu,256,200,20,adam,1e-05
754,0.00043030589586123824,0.00043030589586123824,0.010957709513604641,0.0003752301272470504,0.0003752301272470504,0.008882271125912666,32,4,relu,1,0.1,32,relu,256,200,20,adam,1e-05
763,0.00047143970732577145,0.00047143970732577145,0.011376352980732918,0.00039208325324580073,0.00039208325324580073,0.009174001403152943,16,4,relu,8,0.05,64,relu,256,200,20,adam,0.001
549,0.0004499636124819517,0.0004499636124819517,0.011419862508773804,0.00039366752025671303,0.00039366752025671303,0.009131132625043392,16,16,relu,8,0.0,32,relu,256,200,20,adam,0.0001
578,0.0005313385045155883,0.0005313385045155883,0.012253187596797943,0.00044699799036607146,0.00044699799036607146,0.009909454733133316,32,8,relu,4,0.1,64,relu,256,200,20,adam,1e-05
515,0.000522077374625951,0.000522077374625951,0.012423289939761162,0.0004828634555451572,0.0004828634555451572,0.01047851238399744,16,4,relu,4,0.05,64,relu,256,200,20,adam,0.001
593,0.0005598994321189821,0.0005598994321189821,0.012158128432929516,0.0005501741543412209,0.0005501741543412209,0.010820387862622738,32,16,relu,1,0.0,64,relu,256,200,20,adam,0.0001
511,0.0004969645524397492,0.0004969645524397492,0.011705569922924042,0.00044908461859449744,0.00044908461859449744,0.009754586964845657,16,4,relu,8,0.0,32,relu,256,200,20,adam,0.0001
531,0.0005037313676439226,0.0005037313676439226,0.012033957988023758,0.00046022902824915946,0.00046022902824915946,0.009724460542201996,32,8,relu,4,0.0,32,relu,256,200,20,adam,0.0001
269,0.0006724050035700202,0.0006724050035700202,0.013379525393247604,0.0004944333340972662,0.0004944333340972662,0.010238547809422016,16,16,relu,4,0.05,64,relu,256,200,20,adam,0.0001
594,0.0005196824204176664,0.0005196824204176664,0.01244736835360527,0.0004214133368805051,0.0004214133368805051,0.00951000489294529,32,16,relu,4,0.1,64,relu,256,200,20,adam,0.0001
375,0.0005934199434705079,0.0005934199434705079,0.013600225560367107,0.00047497995547018945,0.00047497995547018945,0.01020974013954401,16,4,relu,1,0.1,32,relu,256,200,20,adam,0.0001
309,0.0007600541575811803,0.0007600541575811803,0.014607169665396214,0.000666115724015981,0.000666115724015981,0.01215511653572321,16,8,relu,4,0.1,64,relu,256,200,20,adam,0.001
389,0.0006405015010386705,0.0006405015010386705,0.013431999832391739,0.000531662255525589,0.000531662255525589,0.010761154815554619,16,16,relu,4,0.05,32,relu,256,200,20,adam,0.001
575,0.0005321513745002449,0.0005321513745002449,0.012420592829585075,0.00046373464283533394,0.00046373464283533394,0.010000249370932579,32,8,relu,1,0.05,32,relu,256,200,20,adam,1e-05
525,0.0005163080641068518,0.0005163080641068518,0.012203436344861984,0.0004728822677861899,0.0004728822677861899,0.010209154337644577,16,8,relu,4,0.05,64,relu,256,200,20,adam,0.0001
543,0.00044293212704360485,0.00044293212704360485,0.011354806832969189,0.0004126437706872821,0.0004126437706872821,0.009339425712823868,16,16,relu,4,0.0,64,relu,256,200,20,adam,0.0001
649,0.00047380311298184097,0.00047380311298184097,0.01185019314289093,0.0004602842091117054,0.0004602842091117054,0.009768606163561344,16,8,relu,8,0.1,32,relu,256,200,20,adam,0.0001
433,0.000515671621542424,0.000515671621542424,0.012453919276595116,0.0005424672272056341,0.0005424672272056341,0.011836485005915165,16,16,relu,8,0.1,64,relu,256,200,20,adam,1e-05
693,0.0004938429337926209,0.0004938429337926209,0.011202657595276833,0.0004502428346313536,0.0004502428346313536,0.009751304984092712,32,8,relu,4,0.1,32,relu,256,200,20,adam,1e-05
327,0.0005701470072381198,0.0005701470072381198,0.01316821575164795,0.000556605460587889,0.000556605460587889,0.010637354105710983,16,4,relu,4,0.05,32,relu,256,200,20,adam,1e-05
515,0.0005432784091681242,0.0005432784091681242,0.01272492203861475,0.0004883598303422332,0.0004883598303422332,0.010931046679615974,32,4,relu,1,0.05,64,relu,256,200,20,adam,0.001
622,0.0005356977344490588,0.0005356977344490588,0.012325003743171692,0.00044129646266810596,0.00044129646266810596,0.009744605049490929,32,8,relu,1,0.1,32,relu,256,200,20,adam,1e-05
648,0.0005174520774744451,0.0005174520774744451,0.011988775804638863,0.00039234518771991134,0.00039234518771991134,0.009100456722080708,16,8,relu,4,0.1,32,relu,256,200,20,adam,1e-05
696,0.00043216877384111285,0.00043216877384111285,0.011098221875727177,0.00041497236816212535,0.00041497236816212535,0.009370117448270321,16,16,relu,8,0.05,32,relu,256,200,20,adam,0.0001
510,0.0005406443378888071,0.0005406443378888071,0.012404226697981358,0.0004581900138873607,0.0004581900138873607,0.00984624307602644,16,16,relu,4,0.1,64,relu,256,200,20,adam,0.0001
573,0.0005174254183657467,0.0005174254183657467,0.012197340838611126,0.0004132306785322726,0.0004132306785322726,0.009330409578979015,64,8,relu,8,0.1,64,relu,256,200,20,adam,1e-05
634,0.0004603151173796505,0.0004603151173796505,0.011536539532244205,0.0004356222343631089,0.0004356222343631089,0.00966716930270195,64,8,relu,4,0.05,64,relu,256,200,20,adam,0.0001
418,0.0006925315246917307,0.0006925315246917307,0.013280815444886684,0.0005371226579882205,0.0005371226579882205,0.010570596903562546,16,8,relu,1,0.05,64,relu,256,200,20,adam,1e-05
586,0.00042742551886476576,0.00042742551886476576,0.011130480095744133,0.0003709296288434416,0.0003709296288434416,0.008893104270100594,32,4,relu,8,0.0,32,relu,256,200,20,adam,1e-05
397,0.0007078194175846875,0.0007078194175846875,0.014418181031942368,0.0005432481411844492,0.0005432481411844492,0.010782832279801369,16,4,relu,1,0.05,64,relu,256,200,20,adam,0.0001
316,0.0006377568934112787,0.0006377568934112787,0.013365078717470169,0.000497284228913486,0.000497284228913486,0.010180532932281494,16,16,relu,4,0.0,32,relu,256,200,20,adam,0.0001
693,0.0003461689339019358,0.0003461689339019358,0.00992033164948225,0.00036241146153770387,0.00036241146153770387,0.008792518638074398,16,8,relu,8,0.0,64,relu,256,200,20,adam,0.0001
712,0.0004587831499520689,0.0004587831499520689,0.011213614605367184,0.00039090446080081165,0.00039090446080081165,0.00912951584905386,32,16,relu,1,0.05,64,relu,256,200,20,adam,0.001
448,0.0005469737807288766,0.0005469737807288766,0.012624300085008144,0.000472299667308107,0.000472299667308107,0.009878434240818024,16,4,relu,1,0.0,64,relu,256,200,20,adam,1e-05
571,0.0004317624552641064,0.0004317624552641064,0.011308809742331505,0.0004196294758003205,0.0004196294758003205,0.009662561118602753,16,4,relu,8,0.05,32,relu,256,200,20,adam,0.001
677,0.0004917190526612103,0.0004917190526612103,0.011772015132009983,0.00043732079211622477,0.00043732079211622477,0.009490026161074638,16,8,relu,1,0.05,32,relu,256,200,20,adam,0.001
405,0.000586662208661437,0.000586662208661437,0.013079537078738213,0.0005111332866363227,0.0005111332866363227,0.010801601223647594,64,4,relu,1,0.05,64,relu,256,200,20,adam,0.001
616,0.0004278002306818962,0.0004278002306818962,0.011064320802688599,0.00040668094879947603,0.00040668094879947603,0.009197638370096684,64,8,relu,8,0.1,32,relu,256,200,20,adam,0.001
271,0.0007687766919843853,0.0007687766919843853,0.014475486241281033,0.0006542597548104823,0.0006542597548104823,0.012251952663064003,32,8,relu,1,0.1,64,relu,256,200,20,adam,0.001
459,0.0005505347508005798,0.0005505347508005798,0.012687530368566513,0.00048618586151860654,0.00048618586151860654,0.010559364221990108,64,8,relu,1,0.05,64,relu,256,200,20,adam,1e-05
608,0.0005248257657513022,0.0005248257657513022,0.012209899723529816,0.0005019900854676962,0.0005019900854676962,0.010932465083897114,32,8,relu,1,0.05,32,relu,256,200,20,adam,0.001
500,0.0006458390853367746,0.0006458390853367746,0.013192852959036827,0.0005147999618202448,0.0005147999618202448,0.011000504717230797,32,4,relu,8,0.1,32,relu,256,200,20,adam,1e-05
622,0.00040988187538459897,0.00040988187538459897,0.010794904083013535,0.00033886494929902256,0.00033886494929902256,0.008323068730533123,32,16,relu,8,0.05,64,relu,256,200,20,adam,0.0001
593,0.0005959852132946253,0.0005959852132946253,0.013362234458327293,0.000476977409562096,0.000476977409562096,0.01040700264275074,16,16,relu,4,0.0,64,relu,256,200,20,adam,0.001
531,0.0005677430890500546,0.0005677430890500546,0.012242539785802364,0.0004747124039568007,0.0004747124039568007,0.01029230933636427,16,16,relu,8,0.05,64,relu,256,200,20,adam,0.001
483,0.0005368434358388186,0.0005368434358388186,0.012404197826981544,0.0004216032975818962,0.0004216032975818962,0.009264480322599411,16,16,relu,4,0.1,64,relu,256,200,20,adam,1e-05
461,0.000687638355884701,0.000687638355884701,0.013699409551918507,0.0004740357690025121,0.0004740357690025121,0.009877065196633339,32,8,relu,1,0.1,64,relu,256,200,20,adam,1e-05
523,0.00045912290806882083,0.00045912290806882083,0.01151751633733511,0.0004695518291555345,0.0004695518291555345,0.010449450463056564,32,8,relu,8,0.1,32,relu,256,200,20,adam,1e-05
544,0.0006041124579496682,0.0006041124579496682,0.012546460144221783,0.0004028945113532245,0.0004028945113532245,0.009106284938752651,16,4,relu,1,0.05,64,relu,256,200,20,adam,0.001
435,0.0004909808631055057,0.0004909808631055057,0.011742083355784416,0.0004404307110235095,0.0004404307110235095,0.009454967454075813,32,16,relu,1,0.1,32,relu,256,200,20,adam,0.001
673,0.0005419107037596405,0.0005419107037596405,0.012429236434400082,0.000459983799373731,0.000459983799373731,0.009924912825226784,32,4,relu,4,0.1,32,relu,256,200,20,adam,1e-05
440,0.0007317587151192129,0.0007317587151192129,0.013980196788907051,0.0005165630136616528,0.0005165630136616528,0.010727830231189728,32,8,relu,8,0.05,32,relu,256,200,20,adam,0.001
390,0.0006088334484957159,0.0006088334484957159,0.01335817389190197,0.0004936477052979171,0.0004936477052979171,0.010268285870552063,32,4,relu,8,0.0,64,relu,256,200,20,adam,0.0001
394,0.000572408433072269,0.000572408433072269,0.012400525622069836,0.00047984017874114215,0.00047984017874114215,0.010048328898847103,32,8,relu,1,0.1,64,relu,256,200,20,adam,0.0001
712,0.0004396050062496215,0.0004396050062496215,0.011291837319731712,0.0004064416280016303,0.0004064416280016303,0.009783724322915077,16,16,relu,8,0.05,32,relu,256,200,20,adam,1e-05
394,0.0006171251880005002,0.0006171251880005002,0.013278810307383537,0.0005262347985990345,0.0005262347985990345,0.010795295238494873,64,16,relu,1,0.1,32,relu,256,200,20,adam,0.001
285,0.0007108497666195035,0.0007108497666195035,0.013650400564074516,0.0005875344504602253,0.0005875344504602253,0.011315771378576756,32,16,relu,4,0.1,32,relu,256,200,20,adam,0.0001
747,0.000510272744577378,0.000510272744577378,0.011916584335267544,0.0003971564001403749,0.0003971564001403749,0.009393238462507725,16,8,relu,4,0.0,32,relu,256,200,20,adam,0.0001
425,0.0005410198937170208,0.0005410198937170208,0.01259731687605381,0.0005257437587715685,0.0005257437587715685,0.011007172055542469,32,8,relu,4,0.0,64,relu,256,200,20,adam,1e-05
411,0.0005701137124560773,0.0005701137124560773,0.012556864880025387,0.00047040526987984776,0.00047040526987984776,0.010229404084384441,16,8,relu,4,0.0,64,relu,256,200,20,adam,1e-05
709,0.000451461790362373,0.000451461790362373,0.011499037966132164,0.0004126942076254636,0.0004126942076254636,0.009567654691636562,64,16,relu,8,0.1,32,relu,256,200,20,adam,0.001
376,0.0004589392337948084,0.0004589392337948084,0.011649194173514843,0.0004033092991448939,0.0004033092991448939,0.009359382092952728,64,8,relu,1,0.0,64,relu,256,200,20,adam,1e-05
484,0.0005738389445468783,0.0005738389445468783,0.012312195263803005,0.0004763745528180152,0.0004763745528180152,0.010533825494349003,64,4,relu,8,0.1,64,relu,256,200,20,adam,0.001
590,0.0005204264889471233,0.0005204264889471233,0.012160850688815117,0.00038989883614704013,0.00038989883614704013,0.009936520829796791,16,4,relu,1,0.05,32,relu,256,200,20,adam,0.0001
471,0.0005707376403734088,0.0005707376403734088,0.012347020208835602,0.0004925046814605594,0.0004925046814605594,0.010486619547009468,64,8,relu,1,0.1,64,relu,256,200,20,adam,0.0001
604,0.00048176664859056473,0.00048176664859056473,0.011769769713282585,0.0004361505270935595,0.0004361505270935595,0.009561518207192421,16,8,relu,4,0.05,64,relu,256,200,20,adam,0.001
456,0.0005787271657027304,0.0005787271657027304,0.012336838990449905,0.0004564847913570702,0.0004564847913570702,0.009882709011435509,64,4,relu,8,0.1,32,relu,256,200,20,adam,1e-05
528,0.0005738396430388093,0.0005738396430388093,0.012716968543827534,0.0005125893512740731,0.0005125893512740731,0.010329127311706543,64,4,relu,1,0.0,32,relu,256,200,20,adam,0.0001
405,0.0006070230738259852,0.0006070230738259852,0.012563897296786308,0.000533394340891391,0.000533394340891391,0.011196611449122429,16,4,relu,1,0.1,64,relu,256,200,20,adam,0.001
453,0.0004378358426038176,0.0004378358426038176,0.011433071456849575,0.0004673227376770228,0.0004673227376770228,0.010147728957235813,64,8,relu,4,0.0,32,relu,256,200,20,adam,0.001
436,0.0006904592737555504,0.0006904592737555504,0.013526342809200287,0.0005050429608672857,0.0005050429608672857,0.01017609890550375,64,4,relu,4,0.1,64,relu,256,200,20,adam,0.0001
480,0.0005542602157220244,0.0005542602157220244,0.013008231297135353,0.0005135921528562903,0.0005135921528562903,0.011124829761683941,32,16,relu,8,0.05,32,relu,256,200,20,adam,0.001
305,0.0007716729305684566,0.0007716729305684566,0.014495755545794964,0.0005682785995304585,0.0005682785995304585,0.010877871885895729,64,16,relu,8,0.1,64,relu,256,200,20,adam,0.0001
529,0.0004730343061964959,0.0004730343061964959,0.01174108125269413,0.000461521849501878,0.000461521849501878,0.010120081715285778,16,8,relu,8,0.0,32,relu,256,200,20,adam,0.0001
373,0.0005713815335184336,0.0005713815335184336,0.012690254487097263,0.00047677368274889886,0.00047677368274889886,0.010321005247533321,32,4,relu,1,0.0,64,relu,256,200,20,adam,0.0001
501,0.0005707188392989337,0.0005707188392989337,0.012769662775099277,0.0006227109697647393,0.0006227109697647393,0.012609421275556087,32,4,relu,8,0.05,32,relu,256,200,20,adam,1e-05
641,0.0005424554692581296,0.0005424554692581296,0.011989075690507889,0.0004242415598127991,0.0004242415598127991,0.00986924022436142,32,8,relu,4,0.05,32,relu,256,200,20,adam,0.001
405,0.0006049887160770595,0.0006049887160770595,0.013133950531482697,0.0004562189569696784,0.0004562189569696784,0.009729047305881977,64,8,relu,8,0.05,32,relu,256,200,20,adam,0.001
572,0.0005131870857439935,0.0005131870857439935,0.012378083541989326,0.0004397264856379479,0.0004397264856379479,0.009851126000285149,64,4,relu,1,0.1,32,relu,256,200,20,adam,0.001
458,0.0005022632540203631,0.0005022632540203631,0.012050454504787922,0.00043891993118450046,0.00043891993118450046,0.00977079477161169,64,16,relu,4,0.1,32,relu,256,200,20,adam,0.001
396,0.0006029088399372995,0.0006029088399372995,0.01273883692920208,0.00047109389561228454,0.00047109389561228454,0.010030906647443771,16,4,relu,1,0.1,64,relu,256,200,20,adam,1e-05
837,0.0005013598711229861,0.0005013598711229861,0.01181181613355875,0.00041740378946997225,0.00041740378946997225,0.009302349761128426,64,4,relu,8,0.0,32,relu,256,200,20,adam,1e-05
715,0.00045240699546411633,0.00045240699546411633,0.011603202670812607,0.00040839126450009644,0.00040839126450009644,0.009515288285911083,64,8,relu,1,0.0,64,relu,256,200,20,adam,0.0001
537,0.0004488327249418944,0.0004488327249418944,0.011176190339028835,0.0003911192179657519,0.0003911192179657519,0.009083377197384834,64,4,relu,4,0.0,64,relu,256,200,20,adam,0.0001
526,0.0006091415416449308,0.0006091415416449308,0.012814831919968128,0.0006210518768057227,0.0006210518768057227,0.012590092606842518,64,16,relu,8,0.0,32,relu,256,200,20,adam,1e-05
348,0.0006361215491779149,0.0006361215491779149,0.013161437585949898,0.0005621190066449344,0.0005621190066449344,0.010898793116211891,16,8,relu,1,0.1,64,relu,256,200,20,adam,0.001
560,0.0005425760755315423,0.0005425760755315423,0.012496630661189556,0.0005553441005758941,0.0005553441005758941,0.011798765510320663,64,16,relu,8,0.05,32,relu,256,200,20,adam,0.0001
500,0.0005288925603963435,0.0005288925603963435,0.012104950845241547,0.00047439002082683146,0.00047439002082683146,0.010175916366279125,64,4,relu,8,0.0,32,relu,256,200,20,adam,0.001
462,0.0004888175171799958,0.0004888175171799958,0.011948791332542896,0.00042937436955980957,0.00042937436955980957,0.009881499223411083,16,4,relu,8,0.1,64,relu,256,200,20,adam,0.0001
383,0.0006631851429119706,0.0006631851429119706,0.013625197112560272,0.0005640716408379376,0.0005640716408379376,0.011046534404158592,64,4,relu,4,0.05,32,relu,256,200,20,adam,0.0001
483,0.0007042450015433133,0.0007042450015433133,0.013716083951294422,0.0004701463331002742,0.0004701463331002742,0.009913896210491657,32,4,relu,4,0.1,64,relu,256,200,20,adam,1e-05
