round_epochs,loss,mse,mae,val_loss,val_mse,val_mae,conv_filter,conv_kernel,conv_activation,dilation_rate,dropout_rate,dense_dim,dense_activation,batch_size,epochs,optimizer,lr
5,0.035005878657102585,0.035005878657102585,0.13646788895130157,0.02718433365225792,0.02718433365225792,0.12222489714622498,32,7,relu,8,0.1,64,relu,256,5,adam,1e-05
5,0.03462168201804161,0.03462168201804161,0.13479416072368622,0.025829916819930077,0.025829916819930077,0.11724834144115448,64,5,relu,1,0.0,32,relu,256,5,adam,0.001
5,0.025561539456248283,0.025561539456248283,0.1097317710518837,0.01775200664997101,0.01775200664997101,0.0913839042186737,64,5,relu,1,0.0,32,relu,256,5,adam,0.0001
5,0.04202956706285477,0.04202956706285477,0.1522211879491806,0.032073840498924255,0.032073840498924255,0.13500195741653442,64,5,relu,1,0.0,32,relu,256,5,adam,1e-05
5,0.036734651774168015,0.036734651774168015,0.1388634294271469,0.027510633692145348,0.027510633692145348,0.12176914513111115,64,5,relu,1,0.0,64,relu,256,5,adam,0.001
5,0.009898104704916477,0.009898104704916477,0.05736589431762695,0.003791449125856161,0.0037914488930255175,0.03378581628203392,64,5,relu,1,0.0,64,relu,256,5,adam,0.0001
5,0.027673419564962387,0.027673419564962387,0.1158158928155899,0.01859891787171364,0.01859891787171364,0.09674199670553207,64,5,relu,1,0.0,64,relu,256,5,adam,1e-05
5,0.0315450020134449,0.0315450020134449,0.12775006890296936,0.022569237276911736,0.022569237276911736,0.10901610553264618,64,5,relu,1,0.05,32,relu,256,5,adam,0.001
5,0.05404771491885185,0.05404771491885185,0.17430269718170166,0.04319114610552788,0.04319114610552788,0.1594933271408081,64,5,relu,1,0.05,32,relu,256,5,adam,0.0001
5,0.040849246084690094,0.040849246084690094,0.14975489675998688,0.030451247468590736,0.030451247468590736,0.13157148659229279,64,5,relu,1,0.05,32,relu,256,5,adam,1e-05
5,0.020220454782247543,0.020220454782247543,0.09336443245410919,0.01252671517431736,0.01252671517431736,0.07517097145318985,64,5,relu,1,0.05,64,relu,256,5,adam,0.001
5,0.03510338440537453,0.03510338440537453,0.13632775843143463,0.02672366239130497,0.02672366239130497,0.11975352466106415,64,5,relu,1,0.05,64,relu,256,5,adam,0.0001
5,0.03954361006617546,0.03954361006617546,0.14705422520637512,0.029814371839165688,0.029814371839165688,0.12908697128295898,64,5,relu,1,0.05,64,relu,256,5,adam,1e-05
5,0.02230740711092949,0.02230740711092949,0.1032339558005333,0.012195920571684837,0.012195920571684837,0.07517184317111969,64,5,relu,1,0.1,32,relu,256,5,adam,0.001
5,0.02194003202021122,0.02194003202021122,0.10103011876344681,0.012000717222690582,0.012000717222690582,0.07316601276397705,64,5,relu,1,0.1,32,relu,256,5,adam,0.0001
5,0.05047052353620529,0.05047052353620529,0.16920654475688934,0.04082619026303291,0.04082619026303291,0.15555447340011597,64,5,relu,1,0.1,32,relu,256,5,adam,1e-05
5,0.050209611654281616,0.050209611654281616,0.16796576976776123,0.04106604680418968,0.04106604680418968,0.15510554611682892,64,5,relu,1,0.1,64,relu,256,5,adam,0.001
5,0.0462033785879612,0.0462033785879612,0.1602068990468979,0.03621697425842285,0.03621697425842285,0.1448291838169098,64,5,relu,1,0.1,64,relu,256,5,adam,0.0001
5,0.04848870262503624,0.04848870262503624,0.1653791069984436,0.039477307349443436,0.039477307349443436,0.15300250053405762,64,5,relu,1,0.1,64,relu,256,5,adam,1e-05
5,0.041017405688762665,0.041017405688762665,0.1499023735523224,0.031849510967731476,0.031849510967731476,0.135112464427948,64,5,relu,4,0.0,32,relu,256,5,adam,0.001
5,0.008329952135682106,0.008329952135682106,0.055970802903175354,0.003478480037301779,0.003478480037301779,0.03751270845532417,64,5,relu,4,0.0,32,relu,256,5,adam,0.0001
5,0.01233659964054823,0.01233659964054823,0.06508180499076843,0.006698370911180973,0.006698370911180973,0.047209128737449646,64,5,relu,4,0.0,32,relu,256,5,adam,1e-05
5,0.015699204057455063,0.015699204057455063,0.07517176121473312,0.008721713908016682,0.008721713908016682,0.05234986171126366,64,5,relu,4,0.0,64,relu,256,5,adam,0.001
5,0.009250069037079811,0.009250069037079811,0.05579498037695885,0.0046457392163574696,0.0046457392163574696,0.04245974123477936,64,5,relu,4,0.0,64,relu,256,5,adam,0.0001
5,0.04974057152867317,0.04974057152867317,0.16789034008979797,0.04066437855362892,0.04066437855362892,0.15474332869052887,64,5,relu,4,0.0,64,relu,256,5,adam,1e-05
5,0.008230643346905708,0.008230643346905708,0.0530727356672287,0.003985274117439985,0.003985274117439985,0.03637656942009926,64,5,relu,4,0.05,32,relu,256,5,adam,0.001
5,0.033501774072647095,0.033501774072647095,0.13264784216880798,0.023558512330055237,0.023558512330055237,0.1132013127207756,64,5,relu,4,0.05,32,relu,256,5,adam,0.0001
5,0.028357649222016335,0.028357649222016335,0.1176094338297844,0.01851269043982029,0.01851269043982029,0.09598582983016968,64,5,relu,4,0.05,32,relu,256,5,adam,1e-05
5,0.021771889179944992,0.021771889179944992,0.09715130180120468,0.012398967519402504,0.012398967519402504,0.07396983355283737,64,5,relu,4,0.05,64,relu,256,5,adam,0.001
5,0.049787960946559906,0.049787960946559906,0.16686274111270905,0.03940632939338684,0.03940632939338684,0.15132462978363037,64,5,relu,4,0.05,64,relu,256,5,adam,0.0001
5,0.01532096415758133,0.01532096415758133,0.07688427716493607,0.008482967503368855,0.008482967503368855,0.05529777333140373,64,5,relu,4,0.05,64,relu,256,5,adam,1e-05
5,0.04534054175019264,0.04534054175019264,0.158601313829422,0.036234334111213684,0.036234334111213684,0.1446320116519928,64,5,relu,4,0.1,32,relu,256,5,adam,0.001
5,0.03905940055847168,0.03905940055847168,0.14511285722255707,0.02907036617398262,0.02907036617398262,0.12783394753932953,64,5,relu,4,0.1,32,relu,256,5,adam,0.0001
5,0.04609258845448494,0.04609258845448494,0.16058678925037384,0.03761347383260727,0.03761347383260727,0.14810961484909058,64,5,relu,4,0.1,32,relu,256,5,adam,1e-05
5,0.033445436507463455,0.033445436507463455,0.1326071321964264,0.0245532114058733,0.0245532114058733,0.11463213711977005,64,5,relu,4,0.1,64,relu,256,5,adam,0.001
5,0.026338227093219757,0.026338227093219757,0.1137668788433075,0.017854608595371246,0.017854608595371246,0.09318049252033234,64,5,relu,4,0.1,64,relu,256,5,adam,0.0001
5,0.0389566496014595,0.0389566496014595,0.14401361346244812,0.029362928122282028,0.029362928122282028,0.12691287696361542,64,5,relu,4,0.1,64,relu,256,5,adam,1e-05
5,0.0542323924601078,0.0542323924601078,0.17622309923171997,0.04538378491997719,0.04538378491997719,0.16475807130336761,64,5,relu,8,0.0,32,relu,256,5,adam,0.001
5,0.040702346712350845,0.040702346712350845,0.14813299477100372,0.02939711883664131,0.02939711883664131,0.12942993640899658,64,5,relu,8,0.0,32,relu,256,5,adam,0.0001
5,0.03864528238773346,0.03864528238773346,0.1423017382621765,0.026871563866734505,0.026871563866734505,0.12100186198949814,64,5,relu,8,0.0,32,relu,256,5,adam,1e-05
5,0.01155765075236559,0.01155765075236559,0.06420165300369263,0.00543199060484767,0.00543199060484767,0.043420352041721344,64,5,relu,8,0.0,64,relu,256,5,adam,0.001
5,0.027762340381741524,0.027762340381741524,0.11797924339771271,0.016324281692504883,0.016324281692504883,0.09073027968406677,64,5,relu,8,0.0,64,relu,256,5,adam,0.0001
5,0.022897370159626007,0.022897370159626007,0.103803351521492,0.013870757073163986,0.013870757073163986,0.0808349996805191,64,5,relu,8,0.0,64,relu,256,5,adam,1e-05
5,0.013758315704762936,0.013758315704762936,0.06890047341585159,0.0044091749005019665,0.0044091749005019665,0.036342084407806396,64,5,relu,8,0.05,32,relu,256,5,adam,0.001
5,0.03283971548080444,0.03283971548080444,0.1293855756521225,0.022423988208174706,0.022423988208174706,0.10697011649608612,64,5,relu,8,0.05,32,relu,256,5,adam,0.0001
5,0.03490529581904411,0.03490529581904411,0.1357557773590088,0.02535744570195675,0.02535744570195675,0.11768341064453125,64,5,relu,8,0.05,32,relu,256,5,adam,1e-05
5,0.03361283987760544,0.03361283987760544,0.1327260285615921,0.02362915314733982,0.02362915314733982,0.11226147413253784,64,5,relu,8,0.05,64,relu,256,5,adam,0.001
5,0.03530009463429451,0.03530009463429451,0.13475391268730164,0.026470163837075233,0.026470163837075233,0.11627070605754852,64,5,relu,8,0.05,64,relu,256,5,adam,0.0001
5,0.042886391282081604,0.042886391282081604,0.1540008932352066,0.033789001405239105,0.033789001405239105,0.13927100598812103,64,5,relu,8,0.05,64,relu,256,5,adam,1e-05
5,0.044057123363018036,0.044057123363018036,0.1564829796552658,0.036639511585235596,0.036639511585235596,0.14572696387767792,64,5,relu,8,0.1,32,relu,256,5,adam,0.001
5,0.01950531080365181,0.01950531080365181,0.09149928390979767,0.01013409998267889,0.01013409998267889,0.06437137722969055,64,5,relu,8,0.1,32,relu,256,5,adam,0.0001
5,0.0277081485837698,0.0277081485837698,0.1164572611451149,0.019554322585463524,0.019554322585463524,0.09963665902614594,64,5,relu,8,0.1,32,relu,256,5,adam,1e-05
5,0.03443540632724762,0.03443540632724762,0.13478392362594604,0.024060601368546486,0.024060601368546486,0.11278560757637024,64,5,relu,8,0.1,64,relu,256,5,adam,0.001
5,0.048609472811222076,0.048609472811222076,0.1650344431400299,0.038140084594488144,0.038140084594488144,0.1491284817457199,64,5,relu,8,0.1,64,relu,256,5,adam,0.0001
5,0.022091826424002647,0.022091826424002647,0.09880392253398895,0.013533682562410831,0.013533682562410831,0.0772351622581482,64,5,relu,8,0.1,64,relu,256,5,adam,1e-05
5,0.05259854346513748,0.05259854346513748,0.17380352318286896,0.043859560042619705,0.043859560042619705,0.16233737766742706,64,7,relu,1,0.0,32,relu,256,5,adam,0.001
5,0.031257182359695435,0.031257182359695435,0.1278882771730423,0.02344081550836563,0.02344081550836563,0.11407255381345749,64,7,relu,1,0.0,32,relu,256,5,adam,0.0001
5,0.019495658576488495,0.019495658576488495,0.09072907269001007,0.011878663673996925,0.011878663673996925,0.068734310567379,64,7,relu,1,0.0,32,relu,256,5,adam,1e-05
5,0.05991586297750473,0.05991586297750473,0.18525190651416779,0.05070899799466133,0.05070899799466133,0.17435522377490997,64,7,relu,1,0.0,64,relu,256,5,adam,0.001
5,0.018718598410487175,0.018718598410487175,0.08849120885133743,0.010679020546376705,0.010679020546376705,0.06625887006521225,64,7,relu,1,0.0,64,relu,256,5,adam,0.0001
5,0.013979751616716385,0.013979751616716385,0.07311892509460449,0.00839859340339899,0.00839859340339899,0.05986155942082405,64,7,relu,1,0.0,64,relu,256,5,adam,1e-05
5,0.02304508537054062,0.02304508537054062,0.10402895510196686,0.015374931506812572,0.015374931506812572,0.08294634521007538,64,7,relu,1,0.05,32,relu,256,5,adam,0.001
5,0.04834487661719322,0.04834487661719322,0.1645621955394745,0.03758754953742027,0.03758754953742027,0.14825966954231262,64,7,relu,1,0.05,32,relu,256,5,adam,0.0001
5,0.02728629857301712,0.02728629857301712,0.11636736989021301,0.02022324688732624,0.02022324688732624,0.10134507715702057,64,7,relu,1,0.05,32,relu,256,5,adam,1e-05
5,0.010085009969770908,0.010085009969770908,0.05954127758741379,0.005191815085709095,0.005191815085709095,0.04071304202079773,64,7,relu,1,0.05,64,relu,256,5,adam,0.001
5,0.03776060789823532,0.03776060789823532,0.14315786957740784,0.02927963063120842,0.02927963063120842,0.12779280543327332,64,7,relu,1,0.05,64,relu,256,5,adam,0.0001
5,0.014526835642755032,0.014526835642755032,0.07552187889814377,0.00845336727797985,0.00845336727797985,0.05707867816090584,64,7,relu,1,0.05,64,relu,256,5,adam,1e-05
5,0.05063529685139656,0.05063529685139656,0.16927585005760193,0.04234727472066879,0.04234727472066879,0.15843968093395233,64,7,relu,1,0.1,32,relu,256,5,adam,0.001
5,0.02069840393960476,0.02069840393960476,0.09541512280702591,0.011634527705609798,0.011634527705609798,0.06976363062858582,64,7,relu,1,0.1,32,relu,256,5,adam,0.0001
5,0.02322084829211235,0.02322084829211235,0.10294526815414429,0.015096806921064854,0.015096806921064854,0.08239306509494781,64,7,relu,1,0.1,32,relu,256,5,adam,1e-05
5,0.04331729933619499,0.04331729933619499,0.1541740596294403,0.03502780571579933,0.03502780571579933,0.14169010519981384,64,7,relu,1,0.1,64,relu,256,5,adam,0.001
5,0.024757971987128258,0.024757971987128258,0.109134241938591,0.014836946502327919,0.014836946502327919,0.08520299941301346,64,7,relu,1,0.1,64,relu,256,5,adam,0.0001
5,0.04771577566862106,0.04771577566862106,0.16340835392475128,0.038412485271692276,0.038412485271692276,0.1491091102361679,64,7,relu,1,0.1,64,relu,256,5,adam,1e-05
5,0.008051797747612,0.008051797747612,0.0568213164806366,0.0028421056922525167,0.0028421056922525167,0.04264896363019943,64,7,relu,4,0.0,32,relu,256,5,adam,0.001
5,0.029835646972060204,0.029835646972060204,0.12114894390106201,0.022065745666623116,0.022065745666623116,0.1054302453994751,64,7,relu,4,0.0,32,relu,256,5,adam,0.0001
5,0.022627171128988266,0.022627171128988266,0.1018870398402214,0.013319182209670544,0.013319182209670544,0.07744092494249344,64,7,relu,4,0.0,32,relu,256,5,adam,1e-05
5,0.01444132812321186,0.01444132812321186,0.07457490265369415,0.0075120325200259686,0.0075120325200259686,0.05106617137789726,64,7,relu,4,0.0,64,relu,256,5,adam,0.001
5,0.020511509850621223,0.020511509850621223,0.0951194241642952,0.012232622131705284,0.012232622131705284,0.07250607758760452,64,7,relu,4,0.0,64,relu,256,5,adam,0.0001
5,0.03881741687655449,0.03881742060184479,0.14324799180030823,0.027625147253274918,0.027625147253274918,0.12348726391792297,64,7,relu,4,0.0,64,relu,256,5,adam,1e-05
5,0.050392284989356995,0.050392284989356995,0.1684667021036148,0.04041972756385803,0.04041972756385803,0.1535063534975052,64,7,relu,4,0.05,32,relu,256,5,adam,0.001
5,0.020135657861828804,0.020135657861828804,0.09469618648290634,0.01223443541675806,0.01223443541675806,0.07342533022165298,64,7,relu,4,0.05,32,relu,256,5,adam,0.0001
5,0.029541563242673874,0.029541563242673874,0.12303873151540756,0.02212199941277504,0.02212199941277504,0.10758281499147415,64,7,relu,4,0.05,32,relu,256,5,adam,1e-05
5,0.034977223724126816,0.034977223724126816,0.13588570058345795,0.02466939017176628,0.02466939017176628,0.11599218845367432,64,7,relu,4,0.05,64,relu,256,5,adam,0.001
5,0.03186674788594246,0.03186674788594246,0.12848663330078125,0.02351740002632141,0.02351740002632141,0.11181914061307907,64,7,relu,4,0.05,64,relu,256,5,adam,0.0001
5,0.04908193647861481,0.04908193647861481,0.16475147008895874,0.038052644580602646,0.038052644580602646,0.14736367762088776,64,7,relu,4,0.05,64,relu,256,5,adam,1e-05
5,0.02091667428612709,0.02091667428612709,0.09664606302976608,0.01308788638561964,0.01308788638561964,0.07768914848566055,64,7,relu,4,0.1,32,relu,256,5,adam,0.001
5,0.04350627586245537,0.04350627586245537,0.15502013266086578,0.033655960112810135,0.033655960112810135,0.13879507780075073,64,7,relu,4,0.1,32,relu,256,5,adam,0.0001
5,0.033160023391246796,0.033160023391246796,0.1312555968761444,0.0241668950766325,0.0241668950766325,0.11239925771951675,64,7,relu,4,0.1,32,relu,256,5,adam,1e-05
5,0.036748867481946945,0.036748867481946945,0.14119301736354828,0.028685765340924263,0.028685765340924263,0.12639841437339783,64,7,relu,4,0.1,64,relu,256,5,adam,0.001
5,0.04264514520764351,0.04264514520764351,0.15309707820415497,0.03254326805472374,0.03254326805472374,0.13629008829593658,64,7,relu,4,0.1,64,relu,256,5,adam,0.0001
5,0.03767745569348335,0.03767745569348335,0.14285209774971008,0.029290882870554924,0.029290882870554924,0.12791301310062408,64,7,relu,4,0.1,64,relu,256,5,adam,1e-05
5,0.025076521560549736,0.025076521560549736,0.11027979850769043,0.016946081072092056,0.016946081072092056,0.09104342013597488,64,7,relu,8,0.0,32,relu,256,5,adam,0.001
5,0.0280894972383976,0.0280894972383976,0.11772307753562927,0.019804121926426888,0.019804121926426888,0.09755515307188034,64,7,relu,8,0.0,32,relu,256,5,adam,0.0001
5,0.030765410512685776,0.030765410512685776,0.1243174597620964,0.022586213424801826,0.022586213424801826,0.10865963995456696,64,7,relu,8,0.0,32,relu,256,5,adam,1e-05
5,0.024810679256916046,0.024810679256916046,0.10800618678331375,0.016086436808109283,0.016086436808109283,0.08808953315019608,64,7,relu,8,0.0,64,relu,256,5,adam,0.001
5,0.03670228645205498,0.03670228645205498,0.14068467915058136,0.0267588309943676,0.0267588309943676,0.12274505943059921,64,7,relu,8,0.0,64,relu,256,5,adam,0.0001
5,0.041317760944366455,0.041317760944366455,0.15035812556743622,0.033337198197841644,0.033337198197841644,0.13747277855873108,64,7,relu,8,0.0,64,relu,256,5,adam,1e-05
5,0.00682028429582715,0.00682028429582715,0.051570769399404526,0.0032615894451737404,0.0032615894451737404,0.04026779532432556,64,7,relu,8,0.05,32,relu,256,5,adam,0.001
5,0.0230745617300272,0.0230745617300272,0.10423849523067474,0.015320435166358948,0.015320435166358948,0.08514195680618286,64,7,relu,8,0.05,32,relu,256,5,adam,0.0001
5,0.031143242493271828,0.031143242493271828,0.12591631710529327,0.022602016106247902,0.022602016106247902,0.10866982489824295,64,7,relu,8,0.05,32,relu,256,5,adam,1e-05
5,0.019521202892065048,0.019521202892065048,0.09247078746557236,0.010321959853172302,0.010321959853172302,0.06426148861646652,64,7,relu,8,0.05,64,relu,256,5,adam,0.001
5,0.015954552218317986,0.015954552218317986,0.08141542226076126,0.009457534179091454,0.009457534179091454,0.06084822863340378,64,7,relu,8,0.05,64,relu,256,5,adam,0.0001
5,0.04716620594263077,0.04716620594263077,0.1624830961227417,0.03773559257388115,0.03773559257388115,0.14806678891181946,64,7,relu,8,0.05,64,relu,256,5,adam,1e-05
5,0.03964635729789734,0.03964635729789734,0.14635838568210602,0.029987677931785583,0.029987677931785583,0.12885986268520355,64,7,relu,8,0.1,32,relu,256,5,adam,0.001
5,0.045801788568496704,0.045801788568496704,0.15988890826702118,0.035089120268821716,0.035089120268821716,0.14338749647140503,64,7,relu,8,0.1,32,relu,256,5,adam,0.0001
5,0.03567134588956833,0.03567134588956833,0.13803498446941376,0.02491016872227192,0.02491016872227192,0.11724741756916046,64,7,relu,8,0.1,32,relu,256,5,adam,1e-05
5,0.04812680557370186,0.04812680557370186,0.1633490025997162,0.036597151309251785,0.036597151309251785,0.14564761519432068,64,7,relu,8,0.1,64,relu,256,5,adam,0.001
5,0.026781776919960976,0.026781776919960976,0.11200162768363953,0.018419094383716583,0.018419094383716583,0.0933113843202591,64,7,relu,8,0.1,64,relu,256,5,adam,0.0001
5,0.016583051532506943,0.016583051532506943,0.07993315160274506,0.00944889523088932,0.00944889523088932,0.058053627610206604,64,7,relu,8,0.1,64,relu,256,5,adam,1e-05
